"","subject_id","task","trial_type","trial_index","time_elapsed","internal_node_id","study_id","session_id","group","rt","stimulus","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","accuracy","size","culture","loct","number","document.id","ambiguous","objects","invisible","chaos","complex","passedChecks","zipcode","age","gender","gender-self-describe","ethnicity","ethnicity-self-describe","outsideUS","outsideUS_years","surveyComments"
"26","6286588610e848e43598e9d0","svTrial","survey",34,497997,"0.0-2.0-32.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"13896","Okinawa_large_sch_1_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"pos",1,26,3,3,1,3,3,1,"","","man","","caucasian","","No","",""
"27","6286588610e848e43598e9d0","svTrial","survey",35,506659,"0.0-2.0-33.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"8647","Hokkaido_large_sch_6_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"pos",6,27,4,2,1,2,2,1,"","","man","","caucasian","","No","",""
"28","6286588610e848e43598e9d0","svTrial","survey",36,515456,"0.0-2.0-34.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"8783","Toyama_middle_pos_2_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"pos",2,28,3,2,1,2,2,1,"","","man","","caucasian","","No","",""
"29","6286588610e848e43598e9d0","svTrial","survey",37,523594,"0.0-2.0-35.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"8126","Niigata_large_sch_4_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",2,"sch",4,29,2,1,1,1,1,1,"","","man","","caucasian","","No","",""
"30","6286588610e848e43598e9d0","svTrial","survey",38,535123,"0.0-2.0-36.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11518","Kanagawa_large_sch_4_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"sch",4,30,5,2,1,2,3,1,"","","man","","caucasian","","No","",""
"31","6286588610e848e43598e9d0","svTrial","survey",39,545320,"0.0-2.0-37.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10183","Toyama_middle_pos_5_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",5,31,2,1,1,2,2,1,"","","man","","caucasian","","No","",""
"32","6286588610e848e43598e9d0","svTrial","survey",40,554747,"0.0-2.0-38.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"9411","Akita_large_pos_6_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",6,32,1,1,1,1,1,1,"","","man","","caucasian","","No","",""
"33","6286588610e848e43598e9d0","svTrial","survey",41,574182,"0.0-2.0-39.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"19419","Tokyo_large_pos_6_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"pos",6,33,5,3,1,2,1,1,"","","man","","caucasian","","No","",""
"34","6286588610e848e43598e9d0","svTrial","survey",42,584402,"0.0-2.0-40.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10207","Hokkaido_middle_sch_5_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"pos",5,34,2,1,1,2,2,1,"","","man","","caucasian","","No","",""
"35","6286588610e848e43598e9d0","svTrial","survey",44,611483,"0.0-2.0-42.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"17030","Niigata_large_pos_8_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"pos",8,35,4,4,1,4,4,1,"","","man","","caucasian","","No","",""
"36","6286588610e848e43598e9d0","svTrial","survey",45,626586,"0.0-2.0-43.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"15085","Toyama_middle_pos_4_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",4,36,5,1,3,3,1,1,"","","man","","caucasian","","No","",""
"37","6286588610e848e43598e9d0","svTrial","survey",46,638532,"0.0-2.0-44.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11929","Kanagawa_large_sch_7_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",1,"pos",7,37,4,4,1,4,3,1,"","","man","","caucasian","","No","",""
"38","6286588610e848e43598e9d0","svTrial","survey",47,660088,"0.0-2.0-45.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"21539","Kanagawa_large_pos_5_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",5,38,4,4,1,4,4,1,"","","man","","caucasian","","No","",""
"39","6286588610e848e43598e9d0","svTrial","survey",48,670963,"0.0-2.0-46.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10859","Niigata_large_sch_8_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","middle",2,"sch",8,39,4,2,1,2,2,1,"","","man","","caucasian","","No","",""
"40","6286588610e848e43598e9d0","svTrial","survey",49,679963,"0.0-2.0-47.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"8982","Toyama_middle_pos_7_3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",7,40,4,1,1,2,2,1,"","","man","","caucasian","","No","",""
"41","6286588610e848e43598e9d0","svTrial","survey",50,691437,"0.0-2.0-48.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11459","Toyama_large_sch_12_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",2,"pos",12,41,2,2,1,2,1,1,"","","man","","caucasian","","No","",""
"42","6286588610e848e43598e9d0","svTrial","survey",51,702887,"0.0-2.0-49.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11435","Okinawa_large_sch_9_2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",9,42,5,4,1,3,3,1,"","","man","","caucasian","","No","",""
"43","6286588610e848e43598e9d0","svTrial","survey",52,714363,"0.0-2.0-50.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"11464","Akita_middle_sch_7_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",7,43,3,1,1,2,2,1,"","","man","","caucasian","","No","",""
"44","6286588610e848e43598e9d0","svTrial","survey",53,724627,"0.0-2.0-51.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"10249","Kanagawa_middle_sch_3_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",1,"sch",3,44,4,3,1,2,3,1,"","","man","","caucasian","","No","",""
"45","6286588610e848e43598e9d0","svTrial","survey",54,733610,"0.0-2.0-52.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"8968","Ishikawa_large_sch_5_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",5,45,4,1,1,1,1,1,"","","man","","caucasian","","No","",""
"46","6286588610e848e43598e9d0","svTrial","survey",55,747108,"0.0-2.0-53.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"13487","Niigata_large_pos_6_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","large",2,"sch",6,46,3,4,1,2,4,1,"","","man","","caucasian","","No","",""
"47","6286588610e848e43598e9d0","svTrial","survey",56,805653,"0.0-2.0-54.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"58530","Okinawa_middle_sch_2_1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",2,47,4,2,1,1,3,1,"","","man","","caucasian","","No","",""
"48","6286588610e848e43598e9d0","svTrial","survey",57,819445,"0.0-2.0-55.0","65553732575bb29198a888d7","65565250e23e48fd6f95c2f8",2,"13777","Tokyo_small_sch_3_0.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]","small",1,"sch",3,48,3,2,1,4,2,1,"","","man","","caucasian","","No","",""
